Entry	Reviewed	Protein names	Gene Names	Organism	Length	InterPro	Pfam	Domain [CC]	Domain [FT]	Region
P9WKA7	reviewed	Putative diacyglycerol O-acyltransferase Rv3480c (EC 2.3.1.20) (Putative triacylglycerol synthase Rv3480c)	Rv3480c MTCY13E12.33c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	497	IPR014292;IPR045034;IPR009721;IPR004255;	PF06974;PF03007;			
P9WKA9	reviewed	Putative diacyglycerol O-acyltransferase Rv3371 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv3371)	Rv3371 MTV004.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446	IPR014292;IPR023213;IPR045034;IPR009721;IPR004255;	PF06974;PF03007;			REGION 425..446; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WKB1	reviewed	Putative diacyglycerol O-acyltransferase Rv3087 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv3087)	Rv3087 MTV013.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472	IPR014292;IPR023213;IPR045034;IPR009721;IPR004255;	PF06974;PF03007;			REGION 217..238; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WKB5	reviewed	Putative diacyglycerol O-acyltransferase Rv2285 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv2285)	Rv2285 MTCY339.25c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	445	IPR014292;IPR045034;IPR009721;IPR004255;	PF06974;PF03007;			
P9WKB7	reviewed	Putative diacyglycerol O-acyltransferase Rv0221 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv0221)	Rv0221 MTCY08D5.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	469	IPR014292;IPR045034;IPR009721;IPR004255;	PF06974;PF03007;			
P9WKB9	reviewed	Putative diacyglycerol O-acyltransferase Rv1760 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv1760)	Rv1760 MTCY28.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	502	IPR014292;IPR023213;IPR045034;IPR009721;IPR004255;	PF06974;PF03007;			
P9WKC5	reviewed	Probable diacyglycerol O-acyltransferase tgs3 (TGS3) (EC 2.3.1.20) (Probable triacylglycerol synthase tgs3)	tgs3 Rv3234c MTCY20B11.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	271	IPR045034;IPR004255;	PF03007;			
P9WKD9	reviewed	Non-homologous end joining protein Ku (Mt-Ku)	mku Rv0937c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	273	IPR006164;IPR009187;IPR016194;	PF02735;		DOMAIN 10..193; /note="Ku"; /evidence="ECO:0000255|HAMAP-Rule:MF_01875"	REGION 111..273; /note="Sufficient for interaction with LigD"
P9WKE5	reviewed	Pyruvate kinase (PK) (EC 2.7.1.40)	pyk pykA Rv1617 MTCY01B2.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472	IPR001697;IPR015813;IPR040442;IPR011037;IPR018209;IPR015793;IPR015795;IPR036918;IPR015806;	PF00224;PF02887;			
P9WKE9	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase)	gmk Rv1389 MTCY21B4.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	208	IPR008145;IPR008144;IPR017665;IPR020590;IPR027417;	PF00625;		DOMAIN 21..201; /note="Guanylate kinase-like"	
P9WKF7	reviewed	L-lysine N6-monooxygenase MbtG (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase) (Mycobactin synthase protein G)	mbtG Rv2378c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431	IPR036188;IPR025700;	PF13434;			
P9WKF9	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1 (HDR 1) (HMBPP reductase 1) (EC 1.17.7.4)	ispH1 lytB1 Rv3382c MTV004.40c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	329	IPR003451;	PF02401;			
P9WKG1	reviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2 (HDR 2) (HMBPP reductase 2) (EC 1.17.7.4)	ispH2 lytB2 Rv1110 MTV017.63	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	335	IPR003451;	PF02401;			
P9WKG5	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF Rv3581c MTCY06G11.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	159	IPR003526;IPR020555;IPR036571;	PF02542;			
P9WKG7	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase) [Cleaved into: 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, propeptide removed]	ispE Rv1011 MTCI237.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	318	IPR013750;IPR036554;IPR006204;IPR004424;IPR020568;IPR014721;	PF08544;PF00288;			
P9WKG9	reviewed	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD Rv3582c MTCY06G11.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231	IPR001228;IPR034683;IPR050088;IPR018294;IPR029044;	PF01128;			
P9WKI1	reviewed	Inositol-3-phosphate synthase (IPS) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (MI-1-P synthase) (MIP synthase)	ino1 Rv0046c MTCY21D4.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	367	IPR052199;IPR002587;IPR017815;IPR013021;IPR036291;	PF01658;			
P9WKI3	reviewed	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate reductase) (GMPR)	guaB1 Rv1843c MTCY1A11.01 MTCY359.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	479	IPR013785;IPR000644;IPR046342;IPR050139;IPR005991;IPR005990;IPR001093;	PF00571;PF00478;		DOMAIN 96..153; /note="CBS 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 154..212; /note="CBS 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"	
P9WKJ3	reviewed	Putative acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	ilvH ilvN Rv3002c MTV012.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	168	IPR004789;IPR027271;IPR019455;IPR045865;IPR002912;IPR039557;IPR054480;	PF22629;PF10369;		DOMAIN 7..82; /note="ACT"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01007"	
P9WKK9	reviewed	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	leuB Rv2995c MTV012.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	336	IPR050501;IPR019818;IPR024084;IPR023698;	PF00180;			
P9WKV3	reviewed	L,D-transpeptidase 5 (LDT 5) (EC 2.3.2.-) (Ldt(Mt5))	lprQ Rv0483 MTCY20G9.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	451	IPR041280;IPR050979;IPR005490;IPR038063;	PF17964;PF03734;		DOMAIN 263..384; /note="L,D-TPase catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01373"	REGION 417..451; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WKX3	reviewed	Bacterial proteasome activator	bpa Rv3780 MTCY13D12.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174	IPR019695;	PF10759;			REGION 153..174; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WKX5	reviewed	ATPase BagA (EC 3.6.1.-) (ATPase Rv3679) (Bacterial Get3-like protein A)	bagA Rv3679 MTV025.027	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340	IPR025723;IPR016300;IPR027417;	PF02374;	DOMAIN: Binds nucleotides asymmetrically (PubMed:31036728). The two ATPase domains of BagAB are spatially separated by the large central cavity and they do not physically interact with each other (PubMed:31036728). {ECO:0000269|PubMed:31036728}.		
P9WKZ3	reviewed	dTDP-4-amino-4,6-dideoxyglucose formyltransferase (dTDP-Qui4N formyltransferase) (EC 2.1.2.-) (Sugar N-formyltransferase Rv3404c)	Rv3404c MTCY78.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	234	IPR002376;IPR036477;IPR040660;	PF00551;PF18216;			
P9WKZ7	reviewed	Beta-phosphoglucomutase (Beta-PGM) (EC 5.4.2.6)	Rv3400 MTCY78.28c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	262	IPR010976;IPR051600;IPR036412;IPR006439;IPR023214;IPR023198;	PF00702;			
P9WL45	reviewed	Coproheme decarboxylase (EC 1.3.98.5) (Coproheme III oxidative decarboxylase) (Hydrogen peroxide-dependent heme synthase) (Iron-coproporphyrin oxidative decarboxylase)	chdC hemQ Rv2676c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231	IPR010644;IPR011008;	PF06778;			
P9WLM7	reviewed	Antitoxin VapB15	vapB15 Rv2009 MTCY39.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80	IPR019239;	PF09957;			REGION 60..80; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WLQ1	reviewed	Cellulose/chitin binding protein Rv1987 (Carbohydrate binding protein) (CBP)	CBD2 Rv1987 MTCY39.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142	IPR001919;IPR008965;IPR012291;	PF00553;		DOMAIN 38..142; /note="CBM2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01135"	
P9WM25	reviewed	Oxidative stress regulator AosR (Actinomycetes oxidative stress regulator)	aosR Rv1332 MTCY130.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	218	IPR018561;	PF09438;			
P9WM53	reviewed	Type-5 uracil-DNA glycosylase (EC 3.2.2.-)	udgB Rv1259 MTCY50.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268	IPR051536;IPR044147;IPR005122;IPR036895;	PF03167;			REGION 1..29; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WMB5	reviewed	Phosphatidylinositol mannoside acyltransferase (PIM acyltransferase) (EC 2.3.1.265)	patA Rv2611c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	316	IPR004960;	PF03279;			
P9WME9	reviewed	HTH-type transcriptional repressor Rv2887	Rv2887 MTCY274.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	139	IPR000835;IPR039422;IPR023187;IPR036388;IPR036390;	PF01047;	DOMAIN: Conformational changes take place in the N-terminal and the winged-HTH (wHTH) domain on ligand or DNA binding. SA and PAS stabilize a conformation of Rv2887 incompatible with DNA binding. Rotation of the N-terminal plays a key role in the dimerization. {ECO:0000269|PubMed:28743871}.	DOMAIN 6..138; /note="HTH marR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00345"	
P9WMI1	reviewed	HTH-type transcriptional regulator RamB (icl1 and ramB operon repressor protein)	ramB Rv0465c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	474	IPR050807;IPR001387;IPR026281;IPR010359;IPR010982;IPR018653;	PF01381;PF06114;PF09856;		DOMAIN 10..64; /note="HTH cro/C1-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00257, ECO:0000269|PubMed:19767422"	
P9WMI5	reviewed	HTH-type transcriptional repressor SmtB	smtB Rv2358	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	135	IPR011991;IPR001845;IPR051011;IPR036388;IPR036390;	PF01022;		DOMAIN 40..134; /note="HTH arsR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00340"	REGION 1..32; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WMJ3	reviewed	HTH-type transcriptional regulator VirS (Virulence-regulating protein VirS)	virS Rv3082c MTV013.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	340	IPR032687;IPR009057;IPR018060;	PF12625;PF12833;		DOMAIN 236..334; /note="HTH araC/xylS-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00593"	
P9WMJ5	reviewed	Transcriptional regulator BlaI	blaI Rv1846c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	138	IPR005650;IPR036388;IPR036390;	PF03965;			REGION 74..138; /note="Important for dimerization"; /evidence="ECO:0000250"
P9WMM5	reviewed	Phosphoribosyl isomerase A (1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase) (EC 5.3.1.16) (N-(5'-phosphoribosyl)anthranilate isomerase) (PRAI) (EC 5.3.1.24) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	priA hisA Rv1603 MTCY336.01c MTV046.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244	IPR013785;IPR006062;IPR010188;IPR044524;IPR023016;IPR011060;	PF00977;			
P9WMN1	reviewed	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Rv2121c MTCY261.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	284	IPR020621;IPR013820;IPR018198;IPR001348;IPR013115;IPR011322;IPR015867;	PF01634;PF08029;			
P9WMQ5	reviewed	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd Rv1020 MTCY10G2.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1234	IPR003711;IPR036101;IPR011545;IPR014001;IPR001650;IPR004576;IPR027417;IPR047112;IPR037235;IPR005118;IPR041471;	PF02559;PF00270;PF00271;PF03461;PF17757;		DOMAIN 663..824; /note="Helicase ATP-binding"; /evidence="ECO:0000255|HAMAP-Rule:MF_00969"; DOMAIN 842..999; /note="Helicase C-terminal"; /evidence="ECO:0000255|HAMAP-Rule:MF_00969"	REGION 1207..1234; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WMR5	reviewed	ATP-dependent helicase DinG (EC 5.6.2.3) (DNA 5'-3' helicase DinG)	dinG Rv1329c MTCY130.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	664	IPR006555;IPR011545;IPR045028;IPR014013;IPR014001;IPR027417;	PF00270;PF13307;		DOMAIN 14..290; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"	
P9WMR7	reviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	Rv1341 MTCY02B10.05 MTCY130.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	204	IPR020922;IPR029001;IPR002637;	PF01725;			
P9WMS9	reviewed	Arabinogalactan biosynthesis recruiting protein Rv3789	Rv3789 MTCY13D12.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	121	IPR051401;IPR007267;	PF04138;			
P9WMV9	reviewed	Cholesterol oxidase (EC 1.1.3.6) (Cholesterol isomerase) (EC 5.3.3.1)	choD Rv3409c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	578	IPR052542;IPR036188;IPR000172;IPR007867;	PF05199;PF00732;PF13450;			REGION 529..551; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WMW5	reviewed	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.35) (Decaprenyl-phosphate GlcNAc-1-phosphate transferase) (Decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase) (UDP-GlcNAc:decaprenyl-phosphate GlcNAc-1-phosphate transferase)	wecA rfe Rv1302 MTCY373.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404	IPR000715;	PF00953;			
P9WMY7	reviewed	D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase)	mshA Rv0486 MTCY20G9.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	480	IPR001296;IPR028098;IPR017814;	PF13579;PF00534;			REGION 1..42; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WMZ3	reviewed	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase (EC 2.4.1.346) (Alpha-D-mannose-alpha-(1-6)-phosphatidylmyo-inositol-mannosyltransferase) (Alpha-mannosyltransferase) (Alpha-ManT) (Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase) (Phosphatidylinositol alpha-mannosyltransferase) (PI alpha-mannosyltransferase)	pimB Rv2188c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	385	IPR001296;IPR028098;IPR050194;	PF13439;PF00534;			
P9WN27	reviewed	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme (ATP:glutamine synthetase adenylyltransferase) (ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) (Adenylyl removase) (AR) (AT-N); Glutamine synthetase adenylyl transferase (EC 2.7.7.42) (Adenylyl transferase) (AT) (AT-C)]	glnE Rv2221c MTCY190.32c MTCY427.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	994	IPR023057;IPR005190;IPR043519;IPR013546;	PF08335;PF03710;			REGION 1..487; /note="Adenylyl removase"; /evidence="ECO:0000255|HAMAP-Rule:MF_00802"; REGION 492..994; /note="Adenylyl transferase"; /evidence="ECO:0000255|HAMAP-Rule:MF_00802"
P9WN29	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD Rv2918c MTCY338.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	808	IPR045865;IPR002912;IPR003607;IPR006674;IPR043519;IPR013546;IPR010043;	PF08335;PF01966;	DOMAIN: Has four distinct domains: an N-terminal nucleotidyltransferase (NT) domain responsible for UTase activity, a central HD domain that encodes UR activity, and two C-terminal ACT domains that seem to have a role in glutamine sensing. {ECO:0000255|HAMAP-Rule:MF_00277}.	DOMAIN 430..544; /note="HD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01175"; DOMAIN 610..686; /note="ACT 1"; /evidence="ECO:0000255|HAMAP-Rule:MF_00277"; DOMAIN 730..805; /note="ACT 2"; /evidence="ECO:0000255|HAMAP-Rule:MF_00277"	REGION 1..315; /note="Uridylyltransferase"; REGION 316..609; /note="Uridylyl-removing"
P9WN37	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I alpha) (GSI alpha)	glnA2 Rv2222c MTCY190.33c MTCY427.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446	IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;	PF00120;PF03951;		DOMAIN 15..102; /note="GS beta-grasp"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01330"; DOMAIN 109..446; /note="GS catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01331"	
P9WN43	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Rv1213 MTCI364.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404	IPR011831;IPR005836;IPR023049;IPR056818;IPR005835;IPR029044;IPR011004;	PF24894;PF00483;			
P9WN49	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS Rv3436c MTCY77.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	624	IPR017932;IPR005855;IPR047084;IPR035466;IPR035490;IPR029055;IPR001347;IPR046348;	PF13522;PF01380;		DOMAIN 2..225; /note="Glutamine amidotransferase type-2"; /evidence="ECO:0000255|HAMAP-Rule:MF_00164"; DOMAIN 297..436; /note="SIS 1"; /evidence="ECO:0000255|HAMAP-Rule:MF_00164"; DOMAIN 469..614; /note="SIS 2"; /evidence="ECO:0000255|HAMAP-Rule:MF_00164"	
P9WN65	reviewed	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	rmlB rfbB Rv3464	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	331	IPR005888;IPR016040;IPR036291;	PF16363;			
P9WN75	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 1 (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase 1) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase 1)	gpsA1 gpdA1 Rv0564c MTV039.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	341	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;	PF07479;PF01210;			
P9WN77	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 2 (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase 2) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase 2)	gpsA2 gpdA2 Rv2982c MTCY349.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	334	IPR008927;IPR013328;IPR006168;IPR006109;IPR011128;IPR036291;	PF07479;PF01210;			
P9WN87	reviewed	Transcriptional regulator FurA	furA fur Rv1909c MTCY180.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	147	IPR002481;IPR043135;IPR036388;IPR036390;	PF01475;			REGION 1..85; /note="DNA-binding"; /evidence="ECO:0000250"; REGION 86..147; /note="Dimerization"; /evidence="ECO:0000250"
P9WN97	reviewed	Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.99.28) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	ftsW Rv2154c MTCY270.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	524	IPR018365;IPR013437;IPR001182;	PF01098;	DOMAIN: Interacts with FtsZ via its C-terminal region, and with PbpB via two extracytoplasmic loops. {ECO:0000269|PubMed:12101218, ECO:0000269|PubMed:17427288}.		REGION 1..42; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 448..524; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WNA3	reviewed	DNA translocase FtsK	ftsK Rv2748c MTV002.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	831	IPR050206;IPR025199;IPR041027;IPR002543;IPR018541;IPR027417;IPR036388;IPR036390;	PF13491;PF17854;PF09397;PF01580;	DOMAIN: Consists of an N-terminal domain, which is sufficient for the localization to the septal ring and is required for cell division, followed by a linker domain, and a C-terminal domain, which forms the translocation motor involved in chromosome segregation. The C-terminal domain can be further subdivided into alpha, beta and gamma subdomains. The alpha and beta subdomains form the DNA pump, and the gamma subdomain is a regulatory subdomain (By similarity). {ECO:0000250}.	DOMAIN 476..676; /note="FtsK"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"	REGION 1..48; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 296..331; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P9WNA5	reviewed	ESX-5 secretion system protein EccC5 (ESX conserved component C5) (Type VII secretion system protein EccC5) (T7SS protein EccC5)	eccC5 Rv1783	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1391	IPR003593;IPR023836;IPR023837;IPR050206;IPR002543;IPR027417;	PF01580;		DOMAIN 476..678; /note="FtsK 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"; DOMAIN 858..1052; /note="FtsK 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"; DOMAIN 1161..1354; /note="FtsK 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"	
P9WND9	reviewed	Flavin-dependent monooxygenase, reductase subunit HsaB (EC 1.5.1.36) (3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4-hydroxylase, reductase subunit) (Flavin:NADH reductase)	hsaB Rv3567c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	187	IPR002563;IPR054682;IPR050268;IPR012349;	PF01613;			
P9WNE3	reviewed	Coproporphyrin III ferrochelatase (EC 4.99.1.9)	cpfC hemH hemZ Rv1485 MTCY277.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	344	IPR001015;IPR019772;IPR033644;IPR033659;	PF00762;			
P9WNE9	reviewed	NADPH oxidoreductase (EC 1.-.-.-) (Stearoyl-CoA 9-desaturase electron transfer partner)	Rv3230c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	380	IPR036010;IPR001041;IPR012675;IPR008333;IPR017927;IPR001709;IPR039261;IPR050415;IPR001433;IPR017938;	PF00970;PF00111;PF00175;		DOMAIN 58..164; /note="FAD-binding FR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00716"; DOMAIN 299..380; /note="2Fe-2S ferredoxin-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00465"	
