gene_id,locus_tag,gene_name,cds_length,wt_logprob,mut_logprob,delta_ll
Rv1378c,Rv1378c,NA,1425,-0.70703125,-0.71875,-0.01171875
Rv1379,Rv1379,pyrR,579,-0.62890625,-0.6484375,-0.01953125
Rv1380,Rv1380,pyrB,957,-0.546875,-0.59765625,-0.05078125
Rv1381,Rv1381,pyrC,1290,-0.47265625,-0.546875,-0.07421875
Rv1382,Rv1382,NA,495,-0.3984375,-0.4296875,-0.03125
Rv1383,Rv1383,carA,1128,-0.41796875,-0.48046875,-0.0625
Rv1384,Rv1384,carB,3345,-0.546875,-0.63671875,-0.08984375
Rv1385,Rv1385,pyrF,822,-0.6171875,-0.62890625,-0.01171875
Rv1386,Rv1386,PE15,306,-0.62890625,-0.63671875,-0.0078125
Rv1387,Rv1387,PPE20,1617,-0.609375,-0.5703125,0.0390625
Rv1388,Rv1388,mihF,570,-0.65234375,-0.66796875,-0.015625
Rv1389,Rv1389,gmk,624,-0.6640625,-0.69140625,-0.02734375
Rv1390,Rv1390,rpoZ,330,-0.66796875,-0.69140625,-0.0234375
Rv1391,Rv1391,dfp,1254,-0.6796875,-0.703125,-0.0234375
Rv1392,Rv1392,metK,1209,-0.6640625,-0.703125,-0.0390625
Rv1393c,Rv1393c,NA,1476,-0.6171875,-0.65625,-0.0390625
Rv1394c,Rv1394c,cyp132,1383,-0.65234375,-0.62890625,0.0234375
Rv1395,Rv1395,NA,1032,-0.68359375,-0.671875,0.01171875
Rv1396c,Rv1396c,PE_PGRS25,1728,-0.7109375,-0.6484375,0.0625
Rv1397c,Rv1397c,vapC10,399,-0.76953125,-0.765625,0.00390625
Rv1398c,Rv1398c,vapB10,255,-0.7421875,-0.74609375,-0.00390625
Rv1399c,Rv1399c,nlhH,957,-0.73046875,-0.7265625,0.00390625
Rv1400c,Rv1400c,lipI,960,-0.7109375,-0.7109375,0
Rv1401,Rv1401,NA,600,-0.69921875,-0.69921875,0
Rv1402,Rv1402,priA,1965,-0.6875,-0.6953125,-0.0078125
Rv1403c,Rv1403c,NA,822,-0.640625,-0.64453125,-0.00390625
Rv1404,Rv1404,NA,480,-0.625,-0.640625,-0.015625
Rv1405c,Rv1405c,NA,822,-0.6328125,-0.6484375,-0.015625
Rv1406,Rv1406,fmt,936,-0.60546875,-0.63671875,-0.03125
Rv1407,Rv1407,fmu,1371,-0.609375,-0.640625,-0.03125
Rv1408,Rv1408,rpe,696,-0.5859375,-0.62109375,-0.03515625
Rv1409,Rv1409,ribG,1017,-0.60546875,-0.625,-0.01953125
Rv1410c,Rv1410c,NA,1554,-0.56640625,-0.60546875,-0.0390625
Rv1411c,Rv1411c,lprG,708,-0.5625,-0.578125,-0.015625
Rv1412,Rv1412,ribC,603,-0.62109375,-0.63671875,-0.015625
Rv1413,Rv1413,NA,513,-0.68359375,-0.6875,-0.00390625
Rv1414,Rv1414,NA,399,-0.68359375,-0.6875,-0.00390625
Rv1415,Rv1415,ribA2,1275,-0.6484375,-0.69921875,-0.05078125
Rv1416,Rv1416,ribH,480,-0.6796875,-0.70703125,-0.02734375
Rv1417,Rv1417,NA,462,-0.67578125,-0.69140625,-0.015625
Rv1418,Rv1418,lprH,684,-0.62890625,-0.59375,0.03515625
Rv1419,Rv1419,NA,471,-0.625,-0.609375,0.015625
Rv1420,Rv1420,uvrC,1938,-0.625,-0.66796875,-0.04296875
Rv1421,Rv1421,NA,903,-0.640625,-0.67578125,-0.03515625
Rv1422,Rv1422,NA,1026,-0.625,-0.6640625,-0.0390625
Rv1423,Rv1423,whiA,975,-0.546875,-0.59765625,-0.05078125
Rv1424c,Rv1424c,NA,759,-0.55859375,-0.53125,0.02734375
Rv1425,Rv1425,NA,1377,-0.58203125,-0.625,-0.04296875
Rv1426c,Rv1426c,lipO,1260,-0.6640625,-0.671875,-0.0078125
Rv1427c,Rv1427c,fadD12,1605,-0.75,-0.76953125,-0.01953125
Rv1428c,Rv1428c,NA,825,-0.75,-0.7578125,-0.0078125
Rv1429,Rv1429,NA,1266,-0.71875,-0.671875,0.046875
Rv1430,Rv1430,PE16,1584,-0.71875,-0.6640625,0.0546875
Rv1431,Rv1431,NA,1767,-0.78515625,-0.77734375,0.0078125
Rv1432,Rv1432,NA,1419,-0.72265625,-0.73046875,-0.0078125
Rv1433,Rv1433,NA,813,-0.6484375,-0.65234375,-0.00390625
Rv1434,Rv1434,NA,135,-0.62109375,-0.6171875,0.00390625
Rv1435c,Rv1435c,NA,606,-0.62890625,-0.609375,0.01953125
Rv1436,Rv1436,gap,1017,-0.73046875,-0.7578125,-0.02734375
Rv1437,Rv1437,pgk,1236,-0.74609375,-0.7578125,-0.01171875
Rv1438,Rv1438,tpi,783,-0.75390625,-0.7734375,-0.01953125
Rv1439c,Rv1439c,NA,423,-0.734375,-0.71875,0.015625
Rv1440,Rv1440,secG,231,-0.69921875,-0.71484375,-0.015625
Rv1441c,Rv1441c,PE_PGRS26,1473,-0.76953125,-0.7109375,0.05859375
Rv1442,Rv1442,bisC,2298,-0.75,-0.734375,0.015625
Rv1443c,Rv1443c,NA,483,-0.6796875,-0.6796875,0
Rv1444c,Rv1444c,NA,408,-0.63671875,-0.64453125,-0.0078125
Rv1445c,Rv1445c,devB,741,-0.62109375,-0.64453125,-0.0234375
Rv1446c,Rv1446c,opcA,909,-0.57421875,-0.60546875,-0.03125
Rv1447c,Rv1447c,zwf2,1542,-0.58984375,-0.65234375,-0.0625
Rv1448c,Rv1448c,tal,1119,-0.57421875,-0.6171875,-0.04296875
Rv1449c,Rv1449c,tkt,2100,-0.578125,-0.62890625,-0.05078125
Rv1450c,Rv1450c,PE_PGRS27,3987,-0.6015625,-0.54296875,0.05859375
Rv1451,Rv1451,NA,924,-0.6640625,-0.6796875,-0.015625
Rv1452c,Rv1452c,PE_PGRS28,2223,-0.65625,-0.6484375,0.0078125
Rv1453,Rv1453,NA,1263,-0.68359375,-0.65234375,0.03125
Rv1454c,Rv1454c,qor,984,-0.6796875,-0.6875,-0.0078125
Rv1455,Rv1455,NA,861,-0.6640625,-0.65625,0.0078125
Rv1456c,Rv1456c,NA,930,-0.65234375,-0.67578125,-0.0234375
Rv1457c,Rv1457c,NA,783,-0.6171875,-0.64453125,-0.02734375
Rv1458c,Rv1458c,NA,939,-0.6171875,-0.6640625,-0.046875
Rv1459c,Rv1459c,NA,1773,-0.59765625,-0.62890625,-0.03125
Rv1460,Rv1460,NA,804,-0.53515625,-0.5625,-0.02734375
Rv1461,Rv1461,NA,2538,-0.50390625,-0.55859375,-0.0546875
Rv1462,Rv1462,NA,1191,-0.5078125,-0.55859375,-0.05078125
Rv1463,Rv1463,NA,798,-0.5078125,-0.55859375,-0.05078125
Rv1464,Rv1464,csd,1251,-0.54296875,-0.59375,-0.05078125
Rv1465,Rv1465,NA,486,-0.51953125,-0.546875,-0.02734375
Rv1466,Rv1466,NA,345,-0.52734375,-0.5546875,-0.02734375
Rv1467c,Rv1467c,fadE15,1827,-0.578125,-0.62109375,-0.04296875
Rv1468c,Rv1468c,PE_PGRS29,1110,-0.609375,-0.58984375,0.01953125
Rv1469,Rv1469,ctpD,1971,-0.61328125,-0.609375,0.00390625
Rv1470,Rv1470,trxA,372,-0.640625,-0.640625,0
Rv1471,Rv1471,trxB1,369,-0.64453125,-0.66015625,-0.015625
Rv1472,Rv1472,echA12,855,-0.59765625,-0.62890625,-0.03125
Rv1473,Rv1473,NA,1626,-0.58203125,-0.62890625,-0.046875
Rv1473A,Rv1473A,NA,189,-0.52734375,-0.54296875,-0.015625
Rv1474c,Rv1474c,NA,561,-0.55078125,-0.578125,-0.02734375
Rv1475c,Rv1475c,acn,2829,-0.53125,-0.62109375,-0.08984375
Rv1476,Rv1476,NA,558,-0.52734375,-0.54296875,-0.015625
Rv1477,Rv1477,ripA,1416,-0.5078125,-0.55078125,-0.04296875
Rv1478,Rv1478,NA,723,-0.5390625,-0.56640625,-0.02734375
Rv1479,Rv1479,moxR1,1131,-0.53515625,-0.58984375,-0.0546875
Rv1480,Rv1480,NA,951,-0.54296875,-0.58984375,-0.046875
Rv1481,Rv1481,NA,1005,-0.52734375,-0.58203125,-0.0546875
Rv1482c,Rv1482c,NA,840,-0.515625,-0.53515625,-0.01953125
Rv1483,Rv1483,fabG1,741,-0.47265625,-0.51953125,-0.046875
Rv1484,Rv1484,inhA,807,-0.51953125,-0.5703125,-0.05078125
Rv1485,Rv1485,hemZ,1032,-0.6171875,-0.65625,-0.0390625
Rv1486c,Rv1486c,NA,864,-0.69921875,-0.70703125,-0.0078125
Rv1487,Rv1487,NA,432,-0.7421875,-0.75,-0.0078125
Rv1488,Rv1488,NA,1143,-0.73828125,-0.76953125,-0.03125
Rv1489,Rv1489,NA,354,-0.765625,-0.765625,0
Rv1489A,Rv1489A,NA,228,-0.78515625,-0.7734375,0.01171875
Rv1490,Rv1490,NA,1305,-0.74609375,-0.6640625,0.08203125
Rv1491c,Rv1491c,NA,756,-0.7109375,-0.6953125,0.015625
Rv1492,Rv1492,mutA,1845,-0.7421875,-0.75,-0.0078125
Rv1493,Rv1493,mutB,2250,-0.69921875,-0.73828125,-0.0390625
Rv1494,Rv1494,mazE4,300,-0.6171875,-0.6171875,0
Rv1495,Rv1495,mazF4,315,-0.66015625,-0.65625,0.00390625
Rv1496,Rv1496,NA,1002,-0.68359375,-0.69921875,-0.015625
Rv1497,Rv1497,lipL,1287,-0.765625,-0.75,0.015625
Rv1498c,Rv1498c,NA,615,-0.83203125,-0.8203125,0.01171875
Rv1498A,Rv1498A,NA,210,-0.890625,-0.89453125,-0.00390625
Rv1499,Rv1499,NA,396,-0.87109375,-0.83984375,0.03125
Rv1500,Rv1500,NA,1026,-0.85546875,-0.81640625,0.0390625
Rv1501,Rv1501,NA,819,-0.90625,-0.86328125,0.04296875
Rv1502,Rv1502,NA,897,-0.953125,-0.91015625,0.04296875
Rv1505c,Rv1505c,NA,663,-1.0234375,-1.0078125,0.015625
Rv1506c,Rv1506c,NA,498,-1.03125,-1.015625,0.015625
Rv1507c,Rv1507c,NA,693,-1.046875,-1.0234375,0.0234375
Rv1507A,Rv1507A,NA,501,-1.0390625,-0.99609375,0.04296875
Rv1508c,Rv1508c,NA,1797,-0.94140625,-0.828125,0.11328125
Rv1508A,Rv1508A,NA,360,-0.9921875,-0.96875,0.0234375
Rv1509,Rv1509,NA,879,-0.96484375,-0.8984375,0.06640625
Rv1510,Rv1510,NA,1296,-0.9609375,-0.90625,0.0546875
Rv1511,Rv1511,gmdA,1020,-0.9296875,-0.9296875,0
Rv1512,Rv1512,epiA,966,-0.921875,-0.91015625,0.01171875
Rv1513,Rv1513,NA,729,-0.8984375,-0.8671875,0.03125
Rv1514c,Rv1514c,NA,786,-0.87890625,-0.8359375,0.04296875
Rv1515c,Rv1515c,NA,894,-0.921875,-0.8671875,0.0546875
Rv1516c,Rv1516c,NA,1008,-0.94140625,-0.8828125,0.05859375
Rv1517,Rv1517,NA,762,-0.98828125,-0.9296875,0.05859375
Rv1518,Rv1518,NA,957,-1.015625,-0.9453125,0.0703125
Rv1519,Rv1519,NA,267,-0.9921875,-0.96875,0.0234375
Rv1520,Rv1520,NA,1038,-0.96484375,-0.90234375,0.0625
Rv1521,Rv1521,fadD25,1749,-0.92578125,-0.8828125,0.04296875
Rv1522c,Rv1522c,mmpL12,3438,-0.8828125,-0.78515625,0.09765625
Rv1523,Rv1523,NA,1041,-0.8203125,-0.7890625,0.03125
Rv1524,Rv1524,NA,1242,-0.73828125,-0.73046875,0.0078125
Rv1525,Rv1525,wbbL2,783,-0.734375,-0.7109375,0.0234375
Rv1526c,Rv1526c,NA,1278,-0.74609375,-0.71875,0.02734375
Rv1527c,Rv1527c,pks5,6324,-0.71875,-0.703125,0.015625
Rv1528c,Rv1528c,papA4,495,-0.73828125,-0.7109375,0.02734375
Rv1529,Rv1529,fadD24,1752,-0.71484375,-0.703125,0.01171875
Rv1530,Rv1530,adh,1101,-0.77734375,-0.765625,0.01171875
Rv1531,Rv1531,NA,564,-0.76953125,-0.77734375,-0.0078125
Rv1532c,Rv1532c,NA,432,-0.7578125,-0.7578125,0
Rv1533,Rv1533,NA,1125,-0.64453125,-0.66796875,-0.0234375
Rv1534,Rv1534,NA,675,-0.62109375,-0.61328125,0.0078125
Rv1535,Rv1535,NA,234,-0.61328125,-0.6171875,-0.00390625
Rv1536,Rv1536,ileS,3123,-0.59765625,-0.65625,-0.05859375
Rv1537,Rv1537,dinX,1389,-0.6328125,-0.6640625,-0.03125
Rv1538c,Rv1538c,ansA,978,-0.625,-0.6328125,-0.0078125
Rv1539,Rv1539,lspA,606,-0.62109375,-0.64453125,-0.0234375
Rv1540,Rv1540,NA,924,-0.6640625,-0.69140625,-0.02734375
Rv1541c,Rv1541c,lprI,591,-0.66796875,-0.6484375,0.01953125
Rv1542c,Rv1542c,glbN,408,-0.64453125,-0.65234375,-0.0078125
Rv1543,Rv1543,NA,1023,-0.609375,-0.640625,-0.03125
Rv1544,Rv1544,NA,801,-0.578125,-0.6015625,-0.0234375
Rv1545,Rv1545,NA,225,-0.56640625,-0.5625,0.00390625
Rv1546,Rv1546,NA,429,-0.59765625,-0.609375,-0.01171875
Rv1547,Rv1547,dnaE1,3552,-0.62109375,-0.6875,-0.06640625
Rv1548c,Rv1548c,PPE21,2034,-0.54296875,-0.51953125,0.0234375
Rv1550,Rv1550,fadD11,1713,-0.6328125,-0.66015625,-0.02734375
Rv1551,Rv1551,plsB1,1863,-0.6640625,-0.67578125,-0.01171875
Rv1552,Rv1552,frdA,1749,-0.65234375,-0.671875,-0.01953125
Rv1553,Rv1553,frdB,741,-0.65625,-0.6875,-0.03125
Rv1554,Rv1554,frdC,378,-0.65625,-0.66796875,-0.01171875
Rv1555,Rv1555,frdD,375,-0.67578125,-0.68359375,-0.0078125
Rv1556,Rv1556,NA,606,-0.6953125,-0.69921875,-0.00390625
Rv1557,Rv1557,mmpL6,1191,-0.625,-0.625,0
Rv1558,Rv1558,NA,444,-0.65625,-0.67578125,-0.01953125
Rv1559,Rv1559,ilvA,1287,-0.64453125,-0.6796875,-0.03515625
Rv1560,Rv1560,vapB11,216,-0.640625,-0.65234375,-0.01171875
Rv1561,Rv1561,vapC11,402,-0.62890625,-0.62890625,0
Rv1562c,Rv1562c,treZ,1740,-0.5546875,-0.59375,-0.0390625
Rv1563c,Rv1563c,treY,2295,-0.55078125,-0.5859375,-0.03515625
Rv1564c,Rv1564c,treX,2163,-0.60546875,-0.65625,-0.05078125
Rv1565c,Rv1565c,NA,2187,-0.57421875,-0.609375,-0.03515625
Rv1566c,Rv1566c,NA,690,-0.578125,-0.58984375,-0.01171875
Rv1567c,Rv1567c,NA,282,-0.609375,-0.61328125,-0.00390625
Rv1568,Rv1568,bioA,1311,-0.67578125,-0.703125,-0.02734375
Rv1569,Rv1569,bioF1,1158,-0.73828125,-0.74609375,-0.0078125
Rv1570,Rv1570,bioD,678,-0.77734375,-0.77734375,0
Rv1571,Rv1571,NA,507,-0.80078125,-0.8046875,-0.00390625
Rv1573,Rv1573,NA,408,-0.79296875,-0.765625,0.02734375
Rv1574,Rv1574,NA,309,-0.828125,-0.83203125,-0.00390625
Rv1575,Rv1575,NA,498,-0.84765625,-0.8671875,-0.01953125
Rv1576c,Rv1576c,NA,1419,-0.88671875,-0.8125,0.07421875
Rv1577c,Rv1577c,NA,510,-0.97265625,-0.94140625,0.03125
Rv1578c,Rv1578c,NA,468,-1.015625,-0.98828125,0.02734375
Rv1579c,Rv1579c,NA,312,-1.015625,-0.984375,0.03125
Rv1580c,Rv1580c,NA,270,-1,-0.98046875,0.01953125
Rv1581c,Rv1581c,NA,393,-0.984375,-0.94921875,0.03515625
Rv1582c,Rv1582c,NA,1413,-0.953125,-0.8828125,0.0703125
Rv1583c,Rv1583c,NA,396,-0.96875,-0.9375,0.03125
Rv1584c,Rv1584c,NA,219,-0.94921875,-0.9375,0.01171875
Rv1585c,Rv1585c,NA,513,-0.91015625,-0.87109375,0.0390625
Rv1586c,Rv1586c,NA,1407,-0.90234375,-0.83203125,0.0703125
Rv1587c,Rv1587c,NA,999,-0.83984375,-0.83203125,0.0078125
Rv1588c,Rv1588c,NA,666,-0.8203125,-0.82421875,-0.00390625
Rv1589,Rv1589,bioB,1047,-0.734375,-0.76171875,-0.02734375
Rv1590,Rv1590,NA,237,-0.671875,-0.6875,-0.015625
Rv1591,Rv1591,NA,663,-0.65234375,-0.6484375,0.00390625
Rv1592c,Rv1592c,NA,1338,-0.640625,-0.66015625,-0.01953125
Rv1593c,Rv1593c,NA,708,-0.6328125,-0.6640625,-0.03125
Rv1594,Rv1594,nadA,1047,-0.6171875,-0.65234375,-0.03515625
Rv1595,Rv1595,nadB,1581,-0.61328125,-0.63671875,-0.0234375
Rv1596,Rv1596,nadC,855,-0.58203125,-0.609375,-0.02734375
Rv1597,Rv1597,NA,756,-0.54296875,-0.55859375,-0.015625
Rv1598c,Rv1598c,NA,408,-0.53125,-0.546875,-0.015625
Rv1599,Rv1599,hisD,1314,-0.546875,-0.59765625,-0.05078125
Rv1600,Rv1600,hisC1,1140,-0.546875,-0.5859375,-0.0390625
Rv1601,Rv1601,hisB,630,-0.546875,-0.5859375,-0.0390625
Rv1602,Rv1602,hisH,618,-0.54296875,-0.57421875,-0.03125
Rv1603,Rv1603,hisA,735,-0.53125,-0.5703125,-0.0390625
Rv1604,Rv1604,impA,810,-0.515625,-0.53515625,-0.01953125
Rv1605,Rv1605,hisF,801,-0.53515625,-0.5703125,-0.03515625
Rv1606,Rv1606,hisI,345,-0.546875,-0.5703125,-0.0234375
Rv1607,Rv1607,chaA,1080,-0.54296875,-0.56640625,-0.0234375
Rv1608c,Rv1608c,bcpB,462,-0.5703125,-0.59375,-0.0234375
Rv1609,Rv1609,trpE,1548,-0.55859375,-0.62890625,-0.0703125
Rv1610,Rv1610,NA,705,-0.5703125,-0.58203125,-0.01171875
Rv1611,Rv1611,trpC,816,-0.6328125,-0.66796875,-0.03515625
Rv1612,Rv1612,trpB,1230,-0.67578125,-0.70703125,-0.03125
Rv1613,Rv1613,trpA,810,-0.6484375,-0.67578125,-0.02734375
Rv1614,Rv1614,lgt,1404,-0.66015625,-0.64453125,0.015625
Rv1615,Rv1615,NA,438,-0.67578125,-0.67578125,0
Rv1616,Rv1616,NA,396,-0.703125,-0.7109375,-0.0078125
Rv1617,Rv1617,pykA,1416,-0.69921875,-0.734375,-0.03515625
Rv1618,Rv1618,tesB1,900,-0.7109375,-0.72265625,-0.01171875
Rv1619,Rv1619,NA,1452,-0.66796875,-0.66796875,0
Rv1620c,Rv1620c,cydC,1728,-0.59375,-0.60546875,-0.01171875
Rv1621c,Rv1621c,cydD,1581,-0.6171875,-0.63671875,-0.01953125
Rv1622c,Rv1622c,cydB,1038,-0.63671875,-0.66796875,-0.03125
Rv1623c,Rv1623c,cydA,1455,-0.58203125,-0.62109375,-0.0390625
Rv1624c,Rv1624c,NA,585,-0.56640625,-0.58203125,-0.015625
Rv1625c,Rv1625c,cya,1329,-0.54296875,-0.5546875,-0.01171875
Rv1626,Rv1626,NA,615,-0.50390625,-0.54296875,-0.0390625
Rv1627c,Rv1627c,NA,1206,-0.48828125,-0.55078125,-0.0625
Rv1628c,Rv1628c,NA,489,-0.46484375,-0.5,-0.03515625
Rv1629,Rv1629,polA,2712,-0.478515625,-0.57421875,-0.095703125
Rv1630,Rv1630,rpsA,1443,-0.4296875,-0.515625,-0.0859375
Rv1631,Rv1631,coaE,1221,-0.443359375,-0.4765625,-0.033203125
Rv1632c,Rv1632c,NA,441,-0.478515625,-0.50390625,-0.025390625
Rv1633,Rv1633,uvrB,2094,-0.51171875,-0.59765625,-0.0859375
Rv1634,Rv1634,NA,1413,-0.546875,-0.58984375,-0.04296875
Rv1635c,Rv1635c,NA,1668,-0.494140625,-0.51171875,-0.017578125
Rv1636,Rv1636,TB15.3,438,-0.5078125,-0.54296875,-0.03515625
Rv1637c,Rv1637c,NA,792,-0.5703125,-0.59765625,-0.02734375
Rv1638,Rv1638,uvrA,2916,-0.55859375,-0.63671875,-0.078125
Rv1638A,Rv1638A,NA,255,-0.51953125,-0.52734375,-0.0078125
Rv1639c,Rv1639c,NA,1467,-0.55078125,-0.5625,-0.01171875
Rv1640c,Rv1640c,lysX,3516,-0.578125,-0.62109375,-0.04296875
Rv1641,Rv1641,infC,603,-0.66015625,-0.6953125,-0.03515625
Rv1642,Rv1642,rpmI,192,-0.6640625,-0.68359375,-0.01953125
Rv1643,Rv1643,rplT,387,-0.65625,-0.69140625,-0.03515625
Rv1644,Rv1644,tsnR,780,-0.6796875,-0.6953125,-0.015625
Rv1645c,Rv1645c,NA,1053,-0.7109375,-0.73046875,-0.01953125
Rv1646,Rv1646,PE17,930,-0.6953125,-0.66015625,0.03515625
Rv1647,Rv1647,NA,948,-0.6796875,-0.6875,-0.0078125
Rv1648,Rv1648,NA,804,-0.71875,-0.6953125,0.0234375
Rv1649,Rv1649,pheS,1023,-0.75,-0.76953125,-0.01953125
Rv1650,Rv1650,pheT,2493,-0.74609375,-0.75,-0.00390625
Rv1651c,Rv1651c,PE_PGRS30,3033,-0.60546875,-0.52734375,0.078125
Rv1652,Rv1652,argC,1056,-0.6015625,-0.640625,-0.0390625
Rv1653,Rv1653,argJ,1212,-0.52734375,-0.57421875,-0.046875
Rv1654,Rv1654,argB,882,-0.44140625,-0.498046875,-0.056640625
Rv1655,Rv1655,argD,1200,-0.390625,-0.45703125,-0.06640625
Rv1656,Rv1656,argF,921,-0.369140625,-0.431640625,-0.0625
Rv1657,Rv1657,argR,510,-0.384765625,-0.419921875,-0.03515625
Rv1658,Rv1658,argG,1194,-0.388671875,-0.474609375,-0.0859375
Rv1659,Rv1659,argH,1410,-0.443359375,-0.51171875,-0.068359375
Rv1660,Rv1660,pks10,1059,-0.482421875,-0.52734375,-0.044921875
Rv1661,Rv1661,pks7,6378,-0.56640625,-0.58984375,-0.0234375
Rv1662,Rv1662,pks8,4806,-0.6796875,-0.65625,0.0234375
Rv1663,Rv1663,pks17,1506,-0.71875,-0.703125,0.015625
Rv1664,Rv1664,pks9,3051,-0.71484375,-0.6796875,0.03515625
Rv1665,Rv1665,pks11,1059,-0.73046875,-0.734375,-0.00390625
Rv1666c,Rv1666c,cyp139,1290,-0.78515625,-0.75390625,0.03125
Rv1669,Rv1669,NA,360,-0.828125,-0.8046875,0.0234375
Rv1670,Rv1670,NA,345,-0.84375,-0.83984375,0.00390625
Rv1671,Rv1671,NA,390,-0.8515625,-0.83203125,0.01953125
Rv1672c,Rv1672c,NA,1329,-0.89453125,-0.828125,0.06640625
Rv1673c,Rv1673c,NA,930,-0.9375,-0.8671875,0.0703125
Rv1674c,Rv1674c,NA,654,-0.97265625,-0.9453125,0.02734375
Rv1675c,Rv1675c,cmr,732,-0.93359375,-0.89453125,0.0390625
Rv1676,Rv1676,NA,702,-0.8984375,-0.85546875,0.04296875
Rv1677,Rv1677,dsbF,546,-0.89453125,-0.87109375,0.0234375
Rv1678,Rv1678,NA,900,-0.91796875,-0.86328125,0.0546875
Rv1679,Rv1679,fadE16,1119,-0.85546875,-0.82421875,0.03125
Rv1680,Rv1680,NA,822,-0.8203125,-0.80859375,0.01171875
Rv1681,Rv1681,moeX,990,-0.75,-0.7265625,0.0234375
Rv1682,Rv1682,NA,915,-0.70703125,-0.66796875,0.0390625
Rv1683,Rv1683,NA,2997,-0.625,-0.671875,-0.046875
Rv1684,Rv1684,NA,222,-0.5703125,-0.59375,-0.0234375
Rv1685c,Rv1685c,NA,621,-0.66015625,-0.66796875,-0.0078125
Rv1686c,Rv1686c,NA,678,-0.671875,-0.69140625,-0.01953125
Rv1687c,Rv1687c,NA,765,-0.66015625,-0.6796875,-0.01953125
Rv1688,Rv1688,mpg,609,-0.625,-0.64453125,-0.01953125
Rv1689,Rv1689,tyrS,1272,-0.62890625,-0.6640625,-0.03515625
Rv1690,Rv1690,lprJ,381,-0.6171875,-0.61328125,0.00390625
Rv1691,Rv1691,NA,750,-0.625,-0.63671875,-0.01171875
Rv1692,Rv1692,NA,1059,-0.625,-0.6484375,-0.0234375
Rv1693,Rv1693,NA,174,-0.62109375,-0.63671875,-0.015625
Rv1694,Rv1694,tlyA,804,-0.6171875,-0.6484375,-0.03125
Rv1695,Rv1695,ppnK,921,-0.6328125,-0.67578125,-0.04296875
Rv1696,Rv1696,recN,1761,-0.546875,-0.58203125,-0.03515625
Rv1697,Rv1697,NA,1179,-0.52734375,-0.5859375,-0.05859375
Rv1698,Rv1698,mctB,942,-0.515625,-0.55078125,-0.03515625
Rv1699,Rv1699,pyrG,1758,-0.55859375,-0.625,-0.06640625
Rv1700,Rv1700,NA,621,-0.58203125,-0.609375,-0.02734375
Rv1701,Rv1701,NA,933,-0.6015625,-0.640625,-0.0390625
Rv1702c,Rv1702c,NA,1362,-0.6640625,-0.6640625,0
Rv1703c,Rv1703c,NA,747,-0.7578125,-0.75390625,0.00390625
Rv1704c,Rv1704c,cycA,1668,-0.828125,-0.78515625,0.04296875
Rv1705c,Rv1705c,PPE22,1155,-0.88671875,-0.83984375,0.046875
Rv1706c,Rv1706c,PPE23,1182,-0.87890625,-0.81640625,0.0625
Rv1706A,Rv1706A,NA,165,-0.828125,-0.81640625,0.01171875
Rv1707,Rv1707,NA,1458,-0.77734375,-0.7265625,0.05078125
Rv1708,Rv1708,NA,954,-0.7265625,-0.7421875,-0.015625
Rv1709,Rv1709,scpA,834,-0.6953125,-0.71484375,-0.01953125
Rv1710,Rv1710,scpB,693,-0.66015625,-0.68359375,-0.0234375
Rv1711,Rv1711,NA,762,-0.61328125,-0.64453125,-0.03125
Rv1712,Rv1712,cmk,690,-0.56640625,-0.6015625,-0.03515625
Rv1713,Rv1713,engA,1389,-0.56640625,-0.61328125,-0.046875
Rv1714,Rv1714,NA,810,-0.6171875,-0.625,-0.0078125
Rv1715,Rv1715,fadB3,912,-0.65234375,-0.6484375,0.00390625
Rv1716,Rv1716,NA,828,-0.6875,-0.70703125,-0.01953125
Rv1717,Rv1717,NA,348,-0.6875,-0.68359375,0.00390625
Rv1718,Rv1718,NA,816,-0.69140625,-0.6953125,-0.00390625
Rv1719,Rv1719,NA,777,-0.69921875,-0.69140625,0.0078125
Rv1720c,Rv1720c,vapC12,387,-0.77734375,-0.765625,0.01171875
Rv1721c,Rv1721c,vapB12,225,-0.76953125,-0.7734375,-0.00390625
Rv1722,Rv1722,NA,1482,-0.78515625,-0.78515625,0
Rv1723,Rv1723,NA,1245,-0.83203125,-0.8046875,0.02734375
Rv1724c,Rv1724c,NA,417,-0.8515625,-0.82421875,0.02734375
Rv1725c,Rv1725c,NA,708,-0.83984375,-0.8125,0.02734375
Rv1726,Rv1726,NA,1383,-0.8203125,-0.77734375,0.04296875
Rv1727,Rv1727,NA,567,-0.8828125,-0.84765625,0.03515625
Rv1728c,Rv1728c,NA,768,-0.875,-0.84765625,0.02734375
Rv1729c,Rv1729c,NA,936,-0.8515625,-0.8203125,0.03125
Rv1730c,Rv1730c,NA,1551,-0.859375,-0.7890625,0.0703125
Rv1731,Rv1731,gabD2,1554,-0.84375,-0.83984375,0.00390625
Rv1732c,Rv1732c,NA,546,-0.87890625,-0.87890625,0
Rv1733c,Rv1733c,NA,630,-0.84765625,-0.81640625,0.03125
Rv1734c,Rv1734c,NA,240,-0.8125,-0.796875,0.015625
Rv1735c,Rv1735c,NA,495,-0.8125,-0.78515625,0.02734375
Rv1735a,Rv1735a,NA,240,-0.796875,-0.78125,0.015625
Rv1736c,Rv1736c,narX,1956,-0.8046875,-0.76171875,0.04296875
Rv1737c,Rv1737c,narK2,1185,-0.87109375,-0.84765625,0.0234375
Rv1738,Rv1738,NA,282,-0.80859375,-0.796875,0.01171875
